gene1,gene2
50488,179388
24471,42817
1499,83946
821625,144717
10365,2543425
7430,173162
8662,379187
22066,398482
3570,856765
390,855704
25252,174364
856478,6195
12286,397890
5050,822277
868,855318
853479,116685
79091,39020
43351,64755
1583,42567
853051,15396
192176,33161
855616,852991
177431,50320
854385,36298
51255,947172
40273,178459
2543289,179235
23431,853261
6202,2543347
80143,853820
819619,856876
853252,12772
83461,54189
2792,851688
23092,851994
2541298,59114
3090,57709
2047,22144
827261,51008
835300,855753
2540070,8930
853256,39554
856518,100134934
2768940,2538964
3361491,853187
175142,268281
851468,821667
824293,63898
11080,853806
583,221037
1977,12576
4780,819239
852410,855483
834197,172553
818029,11311
3064,855456
10600,176536
854465,2540664
175837,8882
944790,10741
856519,835697
856760,834056
855701,117365
66853,19893
24768,181101
997,855158
148,81542
856850,81790
827124,14810
852547,286262
339967,8315
38765,824112
838812,832173
38154,175764
4826,827542
821325,128434
10553,3275
83874,821473
824773,10929
3717,3783704
24703,21685
2542244,401152
27373,853765
4744,4291
51339,20909
41498,392862
855417,171546
84444,11607
25,4141
92335,9472
45826,37536
7307,38001
29099,42591
56436,5639
835603,5742
2540627,36766
7532,3361511
855884,850762
4437,779114
854439,72183
821544,53347
854949,819156
17172,283152
5914,2539941
180727,18039
853928,114512
20893,12801
5791,2543208
79897,113451
55737,831958
5001,852650
161477,536654
203547,39254
851403,182619
19249,177352
7718,831999
23660,60674
824198,171696
854839,856012
54702,38963
850455,821640
7159,36068
25132,263803
178074,644
54845,57147
852276,856835
9188,12934
854082,827623
1069,853281
40331,4637
1211,5514
3912,1910
175628,172167
37962,84722
39747,100134983
977,836466
4361,851572
93343,5648
8721,2540794
40391,65988
852733,9235
55770,23303
41084,174826
7337,172655
43152,16559
850552,10868
2539513,23095
2538846,36339
10135,829746
35800,853375
854307,10768
174234,57258
814702,817375
80204,85300
79039,140885
30794,7381
6275,851478
852296,80346
174236,853555
3275,23154
24205,4756
268534,9698
856903,53820
332,388585
837483,844770
3980,10687
6280,53820
852897,43319
14463,2645
855166,842009
854116,181716
826733,6307
7327,51566
8091,6491
3481,2539312
388552,818345
8562,855891
2540563,295213
856197,2542474
170737,856558
4756,90522
192157,23583
854537,837252
174105,76707
836557,851620
172422,24136
178829,23019
819313,816121
71950,171715
51164,179475
56904,176201
2541193,851217
852398,2580
688,843716
854369,174721
177373,853598
819190,831729
546,851223
851333,84335
820732,11116
4342,829589
255743,177924
824340,64763
10133,509
10005,79798
5079,8091
133522,23095
875,32799
22985,26001
5792,2539432
852763,79008
823602,21685
1264,32100
8233,34380
239099,100037192
2268,55816
29545,21834
55105,186044
190455,2541582
63928,178895
854993,220001
4660,178450
9212,7097
10363,843403
855364,850920
22933,20907
825650,2540677
855532,838128
558,363854
171128,55337
851110,23112
856754,854930
5980,975
1848,175089
4751,23026
5094,11836
175578,842288
178211,167691
10016,853071
44355,100129583
179598,10067
33925,852418
853825,2300
8399,854493
852211,3772633
34166,60682
15405,20278
10257,841883
1457,23403
12501,191743
6231,172414
94,12287
5075,574031
175022,3646488
55074,10615
851114,827472
851677,85238
851200,146713
31003,1869
9670,43944
55294,22863
2542438,123
8853,4961471
65988,172243
839290,2540003
51283,842807
5612,821740
8452,814844
841976,5890
4300,854668
853716,837627
22924,3742
852612,852080
7139,680258
855520,2324
832048,4913
4038,93621
854381,3191
2686,217379
817,823811
22941,9412
851445,10523
823703,152137
3565860,3565504
23512,140781
7936,388389
1044,114790
819393,8882
4175,10067
23286,89870
241,179676
10681,834323
851479,891
853422,825091
63925,42491
54801,11909
301442,825530
80851,29066
83725,854948
170791,9474
14199,42428
79594,4824
11073,10067
851935,9506
25842,817168
6418,56888
855636,836217
4985,936614
856882,41144
9368,170736
2540601,25813
174317,2540440
829564,843748
821016,852060
2071,9807
81727,2745
33529,821496
2542002,4212
64333,4670
9033,833868
29074,187592
57147,2540499
23348,856817
12978,843877
8851,319934
3838,852870
124790,855299
831158,3598
40800,386677
9595,10309
856002,84448
6720,830335
22913,282843
51660,399278
9021,13448
2690,817106
57602,64927
23089,3635195
5700,178169
852611,2686
850521,173917
5597,180721
22330,106025
23560,42898
177657,2542245
23013,43833
6521,825196
2011,38809
840034,17978
854495,37201
19274,386681
23426,17025
89885,79798
7412,9950
825532,945517
11338,338785
824503,70
22871,817245
854888,5681
842288,108655
177807,100129583
51317,29365
855866,248
172394,84898
853428,822159
9015,820898
16150,844322
56159,5607
177045,2153
27063,266819
852025,843631
851076,4957
852255,853807
84060,175975
31003,2539366
856849,12322
818390,827990
196483,37723
7846,944855
80714,56203
35257,3070
853333,688173
55561,10208
7528,831267
854557,32920
828908,79365
80838,13404
181222,824584
4940,79651
41801,13194
851131,43330
855426,851049
856075,816323
2235,84231
851558,853649
41993,362339
822277,3565577
2623,174600
84394,5256
57144,819082
850998,79839
852839,386677
3912,189055
11186,820405
283131,39048
90019,42863
31230,851568
10513,51177
854208,380557
9413,474
856279,15526
100505705,819334
2539399,855706
7804,32551
6814,838824
173365,6097
27,835537
54825,854361
582,23332
854387,832539
8092,314856
39647,6223
42537,379116
853811,43740570
56000,174677
35329,826609
5105,171601
6915,856095
2786,8507
2540020,4664
75826,852290
855571,191761
23089,2540051
852538,856246
90933,32151
51086,16348
23390,29753
179972,79901
39241,2539641
142,830292
8887,2542837
326115,45682
23253,854258
189017,853717
821496,844411
851314,4628
35730,3630
32789,100009148
851150,854372
850599,100038882
828661,12070
4077,269881
853427,5934
4832,1527
81858,282682
10549,852500
817916,5691
5979,43828
856831,837934
854053,173435
8341,12539
52609,908
2889,63948
54331,4363023
10910,64110
13170,34110
15902,399092
827331,824170
3021,9595
4086,852778
221357,64708
23253,18704
2175,855708
854666,854416
25942,3181
221357,173175
39536,4580
79754,837428
851197,32536
636,836789
172886,53335
842951,827173
4193,851608
181644,176409
175620,172653
42140,854826
855908,84448
2773,441925
828653,37602
182629,292
820530,850508
10580,850349
855055,850877
856315,851997
23543,76007
837475,25847
5602,856860
851263,10615
22288,9858
853600,14813
14680,23137
23369,64516
2543506,174458
10728,175410
10507,81922
39234,179262
7019,855856
44115,70
860,146956
828219,924
854839,26941
17349,20650
23636,83596
171867,32817
54751,23158
855224,1068
42946,42062
2042,851108
832259,830801
8924,835233
121504,19290
16170,293860
6676,8131
855837,823918
8797,3356
39039,175217
850623,851309
7780,177807
829094,6328
843524,12142
51426,3575
22344,818457
2542615,25398
7126,57161
19274,2871059
9260,2745
6945,3598
51435,892
27301,23197
176185,852974
852750,1489375
10564,829598
55093,176011
55768,172418
851066,118738
7006,838824
10681,856154
26270,3636317
852264,850963
850951,84206
43981,854066
5243,7866
850875,308392
10726,39332
51286,80781
6945,9140
8479,57405
837284,11154
852194,23514
4221,851698
9982,6230
8463,35648
831683,856301
84142,35977
84067,855068
9973,2540112
43793,825446
4347672,172653
9510,853333
3840,853603
6421,2541916
851908,397797
8692,22185
823706,176116
7516,41066
827714,2512
5111,834706
8727,51008
850995,78903
32948,818859
11798,41697
26574,8563
7444,821386
820831,820401
836381,38963
79813,175975
851678,16772
856449,81822
38012,79054
112464,16709
181759,89927
180311,829880
54521,852853
844066,80342
176626,834173
855440,173277
821325,171484
855483,56816
1489673,8563
51738,854323
13347,40650
855309,851949
2,818841
38858,1892
11007,32796
851148,75717
852037,850572
27096,55738
852622,10188
12306,14378
8073,32796
4439,114823
7690,200734
1992,171954
35034,186085
855118,33981
23387,374882
839800,81729
17955,827995
361,7551
823396,821788
839257,24768
7025,9820
10168,83422
81757,945814
821563,172637
852973,856060
5579,146850
853526,23024
4773,171484
855429,824529
5710,154075
5626,2542239
2540618,79174
850370,42064
820954,26128
2540492,11640
4926,9164985
10095,84133
822556,38101
835115,850904
554,10570
12427,174230
79718,6553
853825,6674
10891,100421854
397707,2543187
852659,2541209
843174,3927
852538,8799
851988,25903
5007,51804
850401,174601
176274,7288
7132,856095
3800,2539778
23295,41162
853123,32352
177988,830619
852838,6279
9659,822117
7799,25998
853688,25936
2690,184508
8543,14580
6733,58186
31165,37795
5991,23603
29926,855362
5806,3613
854952,5289
19266,10626
12122,230908
1466493,9468
820643,23013
10087,11198
2217,73914
823703,79255
12029,35878
1478,39688
178269,856827
84259,4063
11117,832538
55006,180987
855339,851061
8683,38079
852892,9108
174836,13653
310,821670
8557,138639
9138,36454
856476,218038
853890,855092
51684,814724
855914,831547
103,22807
855170,854059
112939,26145
5694,35756
856191,854766
831689,172236
33402,4547
856382,100137718
10383,47767
854221,25909
41532,924
55971,10980
2541798,9232
851929,6195
84662,72179
835409,855016
2064,856318
856049,44879
83610,283870
824871,853195
977,27158
2887,824408
45969,828120
2539908,57019
851895,841751
833622,828016
81030,856101
10456,948314
855636,51340
57695,71096
854065,2542285
1618,4892
1978,29675
819296,34543
5507,41672
11342,836616
853690,22033
851362,688297
2542002,16531
200894,172493
852061,826707
856134,855707
852171,851338
6236,256646
186939,4628
7982,2540753
2538851,23654
26748,177587
5167,43740573
5361,2675
38258,820475
348980,56413
819593,51277
63891,40095
3646844,84685
2539914,25813
854201,19363
27338,5686
36125,183737
64333,31840
3929,6601
155459,31683
178024,537
175505,35653
30000,834920
852214,171361
5269,3645053
852984,22642
6621,55208
9869,827706
37089,2541054
23263,2543460
835429,828520
844224,176525
176968,339535
39375,826698
851840,2541512
837805,816747
855485,836690
839332,285195
654483,67451
2660,33834
856470,3077490
31012,854657
64513,172826
39659,84376
852224,330914
55851,221357
7204,23281
12393,124045
23077,92335
853060,5478
56937,23352
175446,2540939
26260,406953
176180,100327240
27316,2543576
22916,23872
21687,56424
842756,23871
13641,12427
38643,175638
853099,3232
2308,25950
856162,66722
94274,79447
5629,853445
5740853,20869
10397,3613
2540511,5733
6304,7536
851482,46415
24392,57536
853030,53635
853909,2027
851691,853281
42822,855052
178541,827827
2540919,172249
856016,57610
853583,34593
2967,389741
833,232943
855498,4090
9491,2542542
55011,855503
55157,851969
79065,41740
2782,2543402
81501,828134
84451,35934
23191,51734
31151,833502
832293,5989
173435,6904
7874,177108
33865,852357
6950,324004
26060,31181
40170,942
2540727,828045
44233,170761
64145,1670
5733,175921
838883,854391
853868,2539104
80204,854960
856557,38257
7922386,68833
4137,17128
2033,185001
10900,3690
856565,55139
854701,850849
829103,9516
852361,833570
830707,33638
84270,312694
856870,37455
832204,285489
817382,2993
831722,80762
8932,221143
5581,281831
2167,2542965
240,42761
853699,47767
23154,12512
34903,854765
9990,49090
21341,18971
100289211,177355
851250,6224
5925,2540083
853421,359
190930,10587
41498,171026
43087,79754
9055,51548
7456,37524
44642,856787
34751,851608
851761,10651
6331,24883
9943,380002
843177,84219
37422,2543462
854856,851205
843367,50674
79947,8664
22827,735023
1312,2543441
8792,16885
853350,51514
23017,841372
51442,80005
2541473,852749
10985,22340
64855,837225
817592,837205
9781,56191
854989,22818
3320,173952
853933,25167
826869,65220
51282,166824
821339,5550
55167,9464
854016,816738
7404,2539144
823916,107747
1386,856862
421202,12306
476694,5757
851460,171849
855154,8266
381,35713
79056,12798508
2167,2538744
8370,3752
839208,72323
3772082,6928
4686,2542427
12695,854102
51676,2543087
854192,836751
4916,851821
854168,55023
27069,18596
856580,837225
9739,828539
54934,11021
26034,838487
836244,179675
55662,4063
64822,92715
852432,856886
14011,1073
827505,10467
23177,28991
54940,850384
836120,820915
854740,174473
945033,47781
2159,34149
176373,855119
852569,2769
4690,39133
55770,174000
179461,172493
7352,190457
29946,35950
2771,34633
829941,56203
854507,832440
80256,833570
11480,855025
851150,819857
820142,850611
853551,823959
23533,6125
6497,57144
826364,179912
172920,4637
51256,27232
8778,10848
4211,1009
856182,91833
174236,179902
55072,5208
834507,13198
16396,37164
6887,29871
825890,216963
50488,2541819
171086,832440
853064,547
171646,5199
63971,170761
64398,7760
39313,1329
852529,14254594
2542683,2542958
855418,76281
7091,30841
7140,220
854964,32789
39034,9145
8462,852541
24409,855570
123879,266859
110616,177736
81550,14862
825284,51073
830801,84726
9051,828606
27085,834920
2781,386677
9912,50674
66008,58528
9164871,2542463
36110,8852
832259,23371
311,5139
821456,853934
38543,5454
172167,22793
2660,34328
852740,821496
2022,8785
851889,825488
171646,17261
9716,945564
4664,35524
7827,3622
23089,180771
2736,37564
23013,163732
8772,820732
9230,839517
171607,170956
856490,12465
855269,6862
55157,79097
92421,171788
176201,839268
177657,824702
8661,56350
125997,856217
8646,2539114
2541456,284352
65254,109880
63971,84911
3783712,17762
18432,854434
176927,51206
40464,832154
58488,1816
947228,171770
32079,4773
977,821055
3791,25255
850397,4809
51701,172098
11227,100362640
6452,32
2740,84951
2540723,347517
854113,85236
856709,9572
856648,172284
855456,177336
2539285,176050
43293,852504
852395,841751
855581,50861
38232,855515
842120,16796
12567,178961
174518,51386
854519,14852
3662,8842
3718,3299
317996,171912
38821,824086
84838,21888
7067,9296
18024,734746
9788,36914
853906,850974
4985,5510
2833,172562
32973,8674044
37069,8399
6882,84464
822117,2539537
852611,266819
851485,43023
830556,820159
395089,855547
855356,855177
192258,4794
2540745,10615
818883,92610
852652,3771927
851358,11178
843463,81576
817206,44409
856356,26941
148,175149
855621,79172
39102,8131
55660,2539200
43469,10332
2540637,64685
851904,84932
7415,21349
2539818,16451
856376,114548
10231,403373
855073,4660
836690,19763
171059,79188
10523,10245
3565767,2009
840957,837856
836789,64160
54540,140593
131578,84261
28962,180416
8637,1850
853783,48531
1981,91543
57337,50619
835848,118426
885,37795
4281,153090
5916,816297
837560,646
42175,54766
2542337,949133
36776,2540044
54711,174090
57562,819979
5201,373726
851327,944786
2316,2540027
25528,100352737
855979,84902
33226,41446
84132,40904
851665,826505
1831,817341
57018,853598
114609,14813
5605,161725
55662,12006
221302,852692
35194,55454
16709,856044
43160,174371
396,181255
3895,32746
850405,24896
7347,865
143,19359
2339,51691
4849,839472
856218,172928
827123,856915
1838,856801
34167,57216
821272,818709
39430,85458
851102,31179
340419,291245
851407,831020
176313,855492
836508,55297
4800,31665
2967,41470
171956,682507
3565860,2542637
10657,3839
851324,64640
11117,851836
851049,54926
2542684,844143
851173,340371
9419,818831
22879,41920
35653,84328
5079,1803
852974,342096
29922,823963
850431,223870
1478,22196
852472,855049
5641,1557
40164,25900
53323,25601
56413,55668
1432,181679
851040,5315
40958,851479
816556,174016
23413,10969
178645,2539310
23204,64397
5796,9702
106025,151963
24242,5989
330627,4063
175133,843748
854156,44039
83396,286451
7097,829119
45329,176083
25909,161882
855533,34748
853632,187515
255488,817695
50943,177687
856895,9604
855738,23327
64462,3141
36538,856009
79155,219699
4758,153527
852018,853992
856557,19696
832214,851584
64843,181723
142,3772126
55832,192669
3572,850972
938971,176574
851190,57804
181267,56929
283208,54934
41260,100736473
8027,8609
44703,5296
653808,20648
850459,5243
18970,12571
8242,851328
5338,180585
5585,56480
851561,2541159
55860,379124
3361491,187968
832824,92129
855716,80764
22210,40217
99982,34633
830330,64834
851032,856717
4615,855927
855959,6323
4193,832826
11329,288
855618,2540939
24185,45343
7150,7547
79090,827995
818030,71711
9533,856719
5664,9992
23588,22241
852233,21833
855450,318206
815008,13537
850691,362161
3639540,64204
2543592,7289
140807,5535
38540,10490
47869,42843
2541144,4094
851337,850799
55339,47874
3014,79957
6271,6904
51300,851428
2540825,22879
7280,55651
4689,2803
2539366,35731
92421,81879
31290,177102
172186,833541
38168,176506
207259,829880
3798,170538
853804,446461
1997,55276
838518,42553
855130,24768
855458,64801
853099,379116
322,831722
23365,14130
5869,855252
9918,37973
4207,175770
5510,854694
37069,3643927
1838,837429
856868,7224
43038,852692
8798,39048
6879,24807
208266,3952
855204,44263
55964,3360
55275,10228
10360,855502
38534,3639210
851152,251984
825446,2541265
943,841722
5914,116731
14688,25585
41160,9854
2539858,56324
856315,5291
42062,4684
55743,2926
172319,854190
30837,837876
29925,2541910
1603,177724
8905,37014
6608,7226
84220,58
22822,68183
3977,171696
835926,443852
358,818841
836451,64006
44155,503638
855907,20473
3092,3644234
832518,182578
6854,25909
30843,41529
155807,32817
824019,944855
66917,856126
9261,115201
5447,821449
856731,844066
5087,34070
175802,90850
91543,176793
2067,38101
274,853768
850829,838333
32268,850520
43020,177987
175837,2120
38654,843468
59338,4624
10521,81573
2539914,10749
7532,66797
850623,31646
8725,169792
5164,31331
2540601,26058
60668,226977
10083,844025
54607,184984
853696,447488
8325,79130
11226,89817
42453,816943
180577,850787
8517,172278
43441,56902
657,10314
56710,51233
854871,37188
2539481,37859
56923,84967
9183,9164967
23871,6251
75590,181698
850873,179338
850823,7008
39374,43331
36993,172711
38995,40949
856471,5395
29496,4544
817021,30849
39770,2539487
10988,286499
854428,106628
17984,117584
54939,18993
851019,1489375
175976,217124
831635,37238
171988,947050
10252,26156
51282,140885
853036,55038
18611,25796
851751,10314
3550,17131
80223,844728
854042,6323
541468,42634
171912,11343
191026,10840
820559,42819
179274,100986
833930,259800
2566,854557
854433,1915
11075,171500
838947,821634
949024,401152
7408,114800
823396,2542723
5300,11069
32965,3772633
4089,818025
31373,33161
852569,285237
851503,837428
2541755,57448
856075,75410
23328,6748
5174,5546
824293,828841
945482,176286
852955,819857
853630,10052
852371,179938
57584,399345
5320,17268
856463,55885
966,947008
6009,27000
855710,179572
29121,7566
54546,84872
2539442,552889
818766,2541324
26398,829880
855638,1958
2542380,197131
6647,824712
851216,832
851624,27309
39747,2542426
817625,2541519
3355124,118611
29546,239528
654364,9699
852416,84324
10716,27071
854457,178169
172858,851949
852456,827995
855708,176957
855631,853780
110157,102723729
39034,15572
832123,9164882
34405,855055
39673,68375
41783,8761
852536,818821
851204,6876
84073,15382
1489079,181759
51362,120534
24144,1201
13626,70238
854739,37181
27102,124590
44811,850869
22809,836849
31022,22795
853338,76895
852169,10749
853168,39410
281427,175465
54557,286499
12534,2542683
9392,9696
211,2539971
100131997,854793
40940,80318
216739,43740573
68652,1489670
851721,5230
853859,853957
35694,5293
55734,175113
85406,85478
56970,36992
26528,818549
178801,4201
816297,2874843
38879,39567
149371,155971
39455,86614
853137,2541972
8986,850976
43819,394293
10397,113912
10818,816462
16170,181608
852694,115106
24144,65056
823150,44274
2542682,851279
27237,27156
32871,829652
827145,2074
2539505,35974
7140,191528
10928,191722
340061,2193
53424,2541027
852212,51527
9454,814846
8728,38244
2540728,3017
122953,41675
68337,734259
6887,945105
172609,17135
30951,823729
852273,852846
41848,57536
3458,20877
836185,353227
90025,42037
582,494514
852095,26940
814960,178459
851456,257364
38654,10478
23613,18220
38543,2543010
11214,1241
173373,132864
54069,851926
5189,79624
380481,2539829
58190,153478
838651,854979
6271,6505
852202,814784
10897,268697
856195,834351
854142,2541714
180100,34872
1649,826715
26261,2629
1731,5192
32871,856358
4739,43162
37187,55970
34761,3630
6900,2539675
851513,103344929
398696,32483
38146,40095
841486,827121
818340,6323
851108,117553
84897,80824
829941,71538
844036,85007
175730,100986
852258,59009
6641,2812
852276,2543425
175138,827140
55840,64854
853807,820093
856921,2543481
36851,23351
55359,838957
6882,3772677
856309,79734
9474,3576
841829,829831
828606,41473
830035,852796
823729,817168
832494,3084
7799,560887
1392,855272
817341,56371
17970,852872
4664,852284
853049,9735
8294,829845
855535,832790
40176,172970
842777,817246
4152,852542
56344,126393
16536,855622
843693,64513
9410,854770
2067,23345
55193,114928
24855,854461
23523,10575
84141,37152
32948,817612
32567,2540860
10336,855946
31269,851649
7755,16978
51375,85377
856844,83937
3861,8022
836227,6422
43020,8676
12287,147339
855147,32746
37962,854835
2540495,10794
31666,58186
72194,821839
819633,173728
36290,66797
15519,2539773
8674,31665
397841,842268
409,8870
4928,2004
3090,2540027
2321,2539114
41993,51193
840012,283
343930,2540836
5719,3564857
3949,44801
855076,11123
856876,830832
34548,112574
856763,25909
853828,10951
142,835186
51646,26061
59338,852950
27067,31874
11227,79866
40987,3636038
5063,55074
8847,690188
118924,851567
43580,819124
836431,841829
181019,2540439
170482,6596
8350,3069
2542176,821424
67685,9136
3551,64170
855731,1382
4217,7352
42464,851337
851649,3642616
1131,33883
171860,20190
837078,83692
29153,836007
852724,6732
29290,1175
5985,2539104
232414,819998
177637,94198
8503,835157
844379,3644711
6839,856897
37790,15382
111,76281
10243,841756
824601,855926
57144,84669
854345,852184
7450,43827
22927,37083
18125,81855
853165,34946
9255,827542
7975,143384
853512,85327
818816,27330
2541910,32551
773,2541473
816462,36068
83540,26228
2252,5048
66105,856267
2540933,77706
833868,830465
853985,56275
176185,2266
152503,35341
850577,207259
852046,25776
172746,975
54951,825828
855599,820530
834663,19362
40709,818660
2054,824157
440193,183355
42484,171297
831493,400961
854220,9459
2540727,945723
59269,856689
850590,84617
2540505,32763
855339,841113
55707,854144
33753,835735
25959,819283
387032,827555
38890,856814
310999,63935
415115,853048
851445,853098
1780,814702
4832,5524
853017,178487
9627,3841
850712,5002
3117,1479
851256,948582
827272,10785
829116,64465
175823,177354
79144,828626
855962,16536
12125,856455
10474,163688
79075,20419
7082,852116
853419,854461
855464,394357
362161,735045
11228,2539206
11773,229615
26094,855049
851425,8649
90249,856607
172612,41971
382,172054
854790,57642
33529,11235
26133,834162
827637,174576
855139,24840
827857,9131
851024,831899
856471,85305
9693,55707
856290,10114
84131,817141
841301,838284
10497,57144
7805,2541054
852762,19362
38248,103983
26097,68251
18148,816550
22926,575
32946,9792
57113,379793
854956,5308
6342,196441
7454,176866
827101,79586
850437,2543248
54039,65056
5218,855224
84133,39522
33686,6432
3565590,6815
851564,820345
177736,10467
11221,33196
17873,29527
180463,835504
56289,18803
30820,36703
8899,835537
8678,32536
44817,16195
854700,854307
853630,173872
852529,79807
56998,32316
35070,35974
252671,5950
55432,39195
2542237,851379
814729,287022
185047,1503
8625,831733
2538875,25520
6184,5582
3741,57664
38981,10093
855457,41341
26276,23243
821323,851467
56252,174323
851098,831810
855646,378884
8778,36421
17869,826407
7205,53376
2539353,814729
388962,831903
266837,10794
854518,850580
175117,9404
175629,852926
9690,3642671
997,839401
9172,2540470
839455,821674
839925,51162
850406,16568
149371,7803
854243,83725
2339,181728
3646148,6814
23199,852107
853303,343521
6016,177374
5981,821055
39588,380368
176143,178305
41840,852472
855570,25601
850689,93736
3315,81609
90019,29508
960,127829
38067,3644234
856367,850624
10943,830893
820958,170826
173986,2540439
11170,171483
2891,38540
42460,945291
852881,180756
3188,45815
3683,398678
852112,9164935
467,7352
57332,65979
4216,830461
1643,1635
839457,24588
854627,175028
818240,838048
8314,42750
80254,172711
33992,827275
55758,836134
855407,855925
2538848,19211
100506436,57113
821027,821901
828539,181408
8189,856897
35130,22350
822199,819220
855739,850980
84570,4753
856254,832301
9775,854785
51652,43566
4913,10749
51726,2541372
43446,84791
179058,295213
856313,835720
2194,2541682
84527,16410
34095,361
185001,854811
15512,850787
6693,1158
854954,946504
6927,6710
9815,56956
2155,2540112
825827,821309
851359,12296
2539438,14797
3984,190775
5664,818076
856425,5764
952,80345
79637,8572
170791,51720
8778,5447
1829,209354
8085,71740
839073,55909
851718,31700
218503,35648
79734,838677
854067,221927
820428,178487
817111,114520
23607,92
8815,31331
836733,949051
83933,4826
174350,68794
38930,817858
21422,29753
4287,75717
851577,853333
23270,818881
1490,16410
23192,835117
851870,281010
819812,8986
10933,217866
2101,842985
38750,827101
26148,53573
4811,43740577
55814,6781
25562,30937
5579,90102
4776,825785
174478,23351
8890,853423
2241,284930
836519,29712
822117,180659
176143,54707
3556,177807
852096,42817
856035,55311
850734,856096
31022,9989
64376,817056
1763,56990
855335,5507
67678,177140
854291,820290
944790,221037
836176,339448
946249,55809
125050,246008
36309,187968
3642862,102725509
829480,821429
6882,379215
217124,5256
852728,3241
37893,19184
43152,23592
130013,537
79050,9939
181528,1674
752,4585
855136,8438
855221,23424
850604,57642
175781,80346
51741,37482
944752,5780
838001,447488
103,850351
183433,91056
2541931,51218
23414,39521
43020,21376
100505817,64332
13858,189167
832291,11022
3304,78986
18970,283989
851468,55069
2543355,177880
851997,65178
172158,5593
856778,55322
2540637,383
26904,9412
10564,4961526
836242,39368
165324,67826
856668,51329
851751,43572
56252,4513
2543627,79866
181524,12661
176927,10379
20977,131405
10401,850514
23397,9818
22927,27049
17128,51734
150,176318
655,856656
26018,855790
855337,843779
173748,84069
852819,1421
11159,12933505
851173,12608
6206,817375
54926,908
854106,5395
3361532,36746
126382,27287
822293,855758
79648,818858
5966,9851
819174,22088
20416,443852
856724,77113
34225,76936
243743,109880
5202,7103
839816,31179
853718,829019
2541587,1487289
1410,2541336
851216,175465
852406,401152
851024,64705
853956,823585
851678,856217
93166,823622
856425,22848
9917,67923
853772,34872
3397,43654
6572,398425
80162,109
6634,326128
231201,1489078
856409,51218
852582,1892
176103,8767
45815,31624
852248,318572
2926,254251
3937,25766
85409,175598
176697,398270
2543627,22841
59312,175704
6314,850720
32602,56990
5289,2542925
817927,12934
824129,853310
6464,851609
200933,820651
837843,55689
817857,2541030
1489531,180311
5311,837625
353376,830164
47757,79968
7185,15260
6999,16480
2539280,3175
856862,853376
856061,80318
176626,42496
4946,56787
839495,844312
3557,2224
10201,8412
352910,79726
178107,5506
8924,10112
173168,829676
851782,815069
11100,831112
10787,6147
820477,851577
850722,826707
839112,116115
172886,34170
853768,5308
44811,106759
4093,854878
138046,852715
116655,39567
84941,891
10608,824585
853098,837393
8409,114601
176458,55366
224727,20408
3889,856296
135,2483
175195,3737
854786,114822
140290,14628
6840,820202
851752,9372
3642643,819827
8558,821
35194,30819
16825,10943
851774,175410
114907,12417
174836,21413
4931,180585
855184,23499
839226,43693
853984,84525
5470,362361
44448,18014
175685,139285
6095,174350
11267,181293
39317,851499
37970,172948
853646,8548
835428,129049
70110,2539242
853433,855647
820132,56207
5834,18970
9516,216150
855116,51399
8754,179808
3440,57132
854697,2847763
23229,3346208
1579,54769
2623,2538848
1796,60673
838503,179794
19017,945723
851831,3361204
10497,64105
851954,8189
21417,853847
100340606,44522
856364,825807
2495,836321
817145,26002
3361323,51009
16202,185870
835901,175840
855888,854113
853986,824293
172330,844322
837483,825517
1264,2543233
29560,23122
2542545,130340
855621,84272
2540694,9462
23338,18627
175451,23270
308901,27069
36491,15930
26071,852826
856571,11316
51256,25855
853530,63877
23657,819272
854227,851379
57591,181293
17970,2541265
836212,4154
2879,42821
839748,835115
3692,389421
2539467,22796
7074,57519
43793,9091
177180,178362
851394,22352
22807,834706
387,22891
837840,855883
855401,81888
10728,854347
5917,38136
4760,814729
6138,837429
10589,830911
16818,51112
22944,10280
843043,64410
233490,399158
1825,147179
27018,285613
25059,126299
2332,855520
44728,100131997
179347,827457
23421,18039
853681,817518
854749,832204
853482,130074
856870,853502
7041,850330
844027,22295
831419,171647
176793,56349
23143,80777
5366,292925
4961527,8019
814686,829709
855269,116655
2541643,23338
175660,941
55620,5777
829019,854170
4604,10972
850343,817247
3376,55611
855090,397968
3105,12162
4038,35644
22820,25831
37687,180419
2540148,832048
826712,287765
7965,824001
839300,820020
177286,853976
854997,1965
9525,50905
64785,23322
16531,63876
853303,1728
4781,2540414
5519,23318
27086,839545
851074,824773
831889,13684
4113,315600
282320,54518
853399,27343
41860,33979
10767,3565846
856076,852969
57634,23017
1785,6502
2534,134359
851834,851869
13560,2541216
3298,29089
35364,255119
2539733,54518
838501,55149
838950,42567
24185,177637
180765,54900
149428,175502
280756,3151
5609,854247
840034,39717
850879,26401
824293,543615
853350,34434
4009,443740
51244,79152
855605,4300
38154,12323
832,8895
853035,22872
7414,379753
837246,177138
856394,2821
853752,2543019
181621,14378
8567,176697
855280,9247
2542293,816812
68328,343930
15904,836554
8826,175089
81804,60674
10623,853629
11252,11065
57441,854698
174601,9928
5970,2540555
54769,174398
6606,25874
851201,34380
2824,445824
56160,32766
283871,837429
837417,115703
57648,850884
175620,11343
42045,174600
7410,6814
29984,445403
6184,348303
172330,29154
820427,2977
886556,855845
4318,83692
852358,832124
2541197,341
852955,855591
10106,40217
